"Name","title","gender_id","birth_year","death_year","data_source_id","notes"
James Reddie,NA,1,NA,NA,1,"The Admiralty, Somerset House, WC... and Bridge House, Hammersmith"
Richard Thompson Reep,NA,1,1807,1894,1,
Richard Reeve,NA,1,NA,NA,1,
Karl Bogislaus Reichert,Prof.,1,1811,1883,1, 
Lestock Robert Reid,NA,1,NA,1879,1,"122 Westbourne Terrace and Athenaeum Club [1862]"
Ernest Renan,NA,1,1823,1892,1,"55 Rue Madame, Paris4 Rue de Tournon, Paris [1883]"
Charles Jeremiah Renshaw,NA,1,1841,1916,1,"Ashton on Mersey, Manchester"
Anders Retzius,Prof.,1,1796,1860,1,Stockholm
M Ricardo,NA,1,1776,1866,1,"34 Montpellier Terrace, Brighton"
Edward Jackson Riccard,Dr,1,NA,1872,1,"63 George Street, Mauritius c/o Messrs Smith, Elder & Co.63 George Street, Mauritius... c/o Messrs H.S. King and Co., 65 Cornhill [1872]"
x Richards,Col.,1,NA,NA,1,"Wyndham Club, St James's"
Franklin Thomas Richards,NA,1,1847,1905,1,"12 Addison Crescent, Kensington, W."
Charles Richardson,NA,1,1814,1896,1,"Almondsbury, Bristol [1864]10 Berkeley square, Bristol [1872]"
Francis Richardson,NA,1,1815,1896,1,"Park Lodge Blackheath [1862]Juniper Hall Mickleham Dorking28 Fenchurch street, EC [1875]"
James Coxon Richardson,NA,1,NA,1877,1,"Glenragon (or Glanragon), Swansea"
Francis Ignatio Rickard,Major,1,1837,1906,1,"Argentine Republic... 21A Hanover Square [1863]Argentine Republic, Rosario [1872]Conservative Club, SW [1883]Athenaeum Club [1894]"
Joseph Rickerby,NA,1,NA,NA,1,
F W Ricketts,NA,1,NA,NA,1,Bishop Auckland Durham
George Thorne Ricketts,HM Consul,1,1826,1919,1,"British consul at Manila c/o Messrs Henry S. King and Co., Cornhill, EC"
H B Riddell,NA,1,NA,NA,1,"Winchester [1864]The Palace, Maidstone [1865]"
William Ridley,Revd.,1,1819,1878,1,
Jonathan Rigg,NA,1,NA,NA,1,
"x Ripon, De Grey and",Earl... The Most Hon. the Marquis of,1,1827,1909,1,"1 Carlton gardens, SW [1862]9 Chelsea Embankment, SW... and Studley Royal, Ripon [1894]"
Carl Ritter,NA,1,1779,1859,1,Berlin
Henry F Rivers,Revd.,1,1830,1911,1,"Sydney Villa, Luton, Chatham"
John Henry Rivett-Carnac,NA,1,1839,1923,1,"Simlah India [1870]Allahabad, India c/o Messrs Forbes and Co., 12 Leadenhall Street, EC [1872]Ghazipur, India... c/o Messrs Henry S. King and Co. [1879]Benares, India... c/o Messrs Henry S. King and Co. [1888]"
John Robbins,NA,1,NA,NA,1,"372 Oxford Street"
Charles Robert des Ruffieres,NA,1,NA,1883,1,"30 Camden St North, Camden New Town [1853]Wilmot Lodge Rochester Rd Camden Town NW [1862]68 Belsize Park Gardens, Hampstead, NW [1875]"
A Roberts,NA,1,NA,NA,1,Glasgow
George E Roberts,NA,1,1831,1865,1,"Geological Society, Somerset House, WC,7 Caversham Road, NW... and 5 Bull Ring, Kidderminster"
J Roberts,Revd.,1,NA,NA,1,Aldershot
Alexander Robertson,NA,1,NA,1906,1,"Chantrey Park, Sheffield"
Alexander Robertson (2),NA,1,NA,NA,1,"Town's Hospital, Glasgow"
Archibald Robertson,NA,1,NA,NA,1,
Charles Nice Robertson,NA,1,NA,NA,1,"5 Shaftesbury Road, Hammersmith"
Daniel Brooke Robertson,Sir (1879),1,1810,1881,1,"Canton (c/o) Messrs Smith, Elder and Co., Cornhill [1864]Canton c/o Messrs Henry S. King and Co., Cornhill, EC [1872]"
John Forbes Robertson,NA,1,NA,NA,1,"Mountfort House, Barnsbury Square, N."
Thomas Valentine Robins,NA,1,NA,NA,1,"Sidney Cottage Hale Bank  Ditton Liverpool[sometimes spelt: Sydney Cottage, Halebank, Dilton, Warrington]"
Edward Robinson,NA,1,1794,1863,1,American Ethnological Society
G A Robinson,NA,1,NA,NA,1,Paris 
George Augustus Robinson,NA,1,1791,1866,1,St Georges Terrace Cumberland Gate [1853]Prahran Widcombe hill Bath crossed out in favour of 2 Isabella Pl Combe Down [A2:2]
J Robinson,NA,1,NA,NA,1,
William Robinson,NA,1,NA,1880,1,"Caldecot House, Clapham Park, S."
Sampson Roch,NA,1,1829,1906,1,"Royal Artillery, Harlan Barracks, GosportKingsholme, Battledown, Cheltenham [1883]"
"James, jun Rock",NA,1,NA,NA,1,"Fairlight, Hastings [1863]St Leonard's on Sea [1865]Magdalen Road, St Leonard's on Sea [1866]"
Hamilton Roe,NA,1,NA,NA,1,
Alfred S Rogers,NA,1,NA,NA,1,"St John's Street, Manchester"
Charles Rogers,NA,1,NA,NA,1,
Frederick W Rogers,NA,1,NA,NA,1,
George Rogers,NA,1,1809,1891,1,"Longwood House Asylum, Long Ashton Bristol"
John Rogers,NA,1,NA,NA,1,"15 Sackville St Piccadilly"
George Rolleston,Prof.,1,1829,1881,1,"Oxford [1862]Park Grange, Oxford [1875]"
Charles Alfred Rolph,NA,1,NA,NA,1,"St Mark's Terrace, Tettenhall Road near Wolverhampton"
George Frederick Rolph,NA,1,NA,NA,1,"17 King Street, St James'sWar Office, Pall Mall, SW... and 10 Leinster Square, Bayswater [1864]War Office and 49 Northumberland Place, Westbourne Grove, W. [1866]War Office, Pall Mall... and Magnolia House, Lewisham [1867]"
James Rome,NA,1,NA,NA,1,"37 South Portland St GlasgowWoodlands Hamilton N.B. [1862]"
Hyacinthe Ronay,Revd. Dr,1,1814,1889,1,"162 Great Portland Street... Perth c/o Mssrs Williams and Norgate [1865]Pesth [1869]c/o Mr Jamrach, 14 Henrietta Street, Covent Garden [list 1867.07.15] crossed out in A31/2/4Bishop of Izkodar, K.K. Hofburg, Vienna... c/o Messrs Williams and Norgate, Henrietta Street, Covent Garden[1875]Hofburg, Vienna [1883]"
Charles Rooke,NA,1,1809,1872,1,"Bellevue Cottage, Scarborough"
James Anderson Rose,NA,1,1819,1890,1,"11 Salisbury St., Strand, WC... and 1 Wandsworth Common"
x Rosehill,Lord,1,1843,1891,1,"Easter Warriston House Edinburgh [1870]76 St George's Square, SW [1879][and] Ethie Castle, Arbroath, Forfar [1888]"
Theodor A Rosenbusch,NA,1,NA,NA,1,"Netherlands Consul. Sierra Leone c/o Bennecke Brothers, St Helens Place, ECFreetown, Sierra Leone"
John Ross,NA,1,NA,NA,1,
John George Clunies Ross,NA,1,1823,1871,1,"Singapore (via Messrs Richardson, Cornhill) [Aug 1866]Cocoa Islands near Java [1864]"
x Roth,Dr,1,NA,NA,1,Heidelberg
Richard Wellesley Rothman,NA,1,NA,1856,1,
E J Routh,NA,1,1831,1907,1,"S. Peter's College, Cambridge"
Ankithum Venkata Nursing Row,NA,1,1827,1892,1,"Daba Gardens, Vizigapatam, Hindustan"
William Bridges Row,NA,1,NA,NA,1,"77 King St., Manchester15 Austin Friars, EC [1869]"
R W Rowbotham,NA,1,NA,NA,1,
H R Rowcroft,NA,1,NA,NA,1,"3 Talbot Terrace Westbourne Park [1862]"
Harry Crommelin Rowcroft,Lieut.,1,1840,1876,1,"Bengal Engineers c/o H. Houghton Admiralty Somerset HouseBengal Engineers c/o Messrs Henry S. Kingsford and co., Cornhill, EC [1872]"
Henry Rudall,NA,1,1793,1868,1,"164 The Grove, Camberwell"
Thomas Rudd,NA,1,NA,NA,1,AldershotDublin [1869]
Frederick William Rudler,NA,1,1840,1915,1,"Museum of Practical Geology, Jermyn St., SW [JAI 1871]School of mines [1871]University College of Wales, Aberystwyth... and 6 Pond street, Hampstead, NW [1872]Director Museum of Practical Geology, Jermyn Street, SW [1875]Vice President, Royal School of Mines, 28 Jermyn Street... and 6 Regent's Park Villas, Gloucester Gate, NW [1881]28 Jermyn Street... and 34 Charleville Road, SW [1888]Gainsborough, Lonsdale Road, barnes, SW [1894]25 Mornington Crescent, NW [1897]18 St George's Road, Kilburn, NW [1903]Ethel Villa, Tatsfield, Westerham [1909]"
Sophus Ruge,Dr,1,1831,1903,1,"DresdenCircusstrasse, 20 Dresden [1894]"
H  Hodgson Rugg,NA,1,1812,1891,1,"11 Grove Ter., Grove Road, St John's Wood1 Grove Road, St John's Wood, NW [1872]"
Samuel Rule,Dr,1,NA,1868,1,MadrasMadura [1867]
John Ruskin,NA,1,1819,1900,1,"Northwich, Cheshire [1864]Denmark Hill [1869]Coniston, Cumberland [1872]"
A H Russell,Capt.,1,1837,1916,1,"[no address given in 1862]Aldershot [1860]Hawke's Bay, Napier, New Zealand [1863]"
Charles E Russell,Capt.... Major,1,NA,NA,1,"Accra. Cape coast, West Africa. Agents, Messrs Barron and Smith, 26 Duke Street"
James Russell,NA,1,NA,NA,1,"31 Duke Street, St James's"
Logan H  D Russell,Dr,1,NA,NA,1,"Wilmington, Delaware, US"
x Rutimeyer,Prof.,1,1825,1895,1,Basle
George Augustus Frederick Ruxton,Lieut.,1,1821,1848,1,
Edward Ryan,"Rt. Hon., Sir",1,1793,1875,1,Garden Lodge 5 Addison Rd Kensington [1862]
John Ryan,NA,1,NA,NA,1,"Gell St., Sheffield"
Oluf Rygh,Prof.,1,1833,1899,1,"Christiania, Norway"
Alfred Sadler,NA,1,NA,NA,1,Bayham Villa Patshull road Kentish Town [1868]Ivy Lodge North End Fulham
Charles S Salmon,NA,1,NA,NA,1,"Sherbro, West Coast Africa"
William Salmon,NA,1,NA,NA,1,Ulverstone
David Salomons,Alderman Sir,1,1797,1873,1,"26 Gt Cumberland St Hyde Park [1860]and Broom Hill Tunbrige Wells [1867]"
William Severin Salting,NA,1,1837,1905,1,"13 King's Bench Walk, Temple, EC5 Essex Court, Temple, EC [1866]60 St James's Street, SW [Aug 1866]6 Grosvenor Gardens, SW [1875]56 Green street, Grosvenor Square, W [1879]103 Piccadilly, W. [1885]40 Berkeley Square, W. [1894]"
James Sandale,NA,1,NA,NA,1,BrightonDublin [1867]
Alfred Sanders,NA,1,NA,NA,1,"22 Beaufort Villas, Brixton, S. [1864]Clarence Place, Gravesend, Kent [1866]34 St Julian's Road, Kilburn [1872]2 Clarence Place, Gravesend, Kent [1875]c/o Mrs Jordan, Milton, Sittingbourne [1881]Sunnyside, Westhill, Gravesend, Kent [1888]The Hawthorns, Caterham Valley, Surrey [1897]"
Alfred M Sanderson,NA,1,NA,NA,1,"17 Archibald Street, Campbell Road, Bow [1862]16 Archibald Street, Bow E [1864]"
T J Sanderson,NA,1,NA,NA,1,"5 Regents Park Terrace"
W  Walbank Sanderson,NA,1,NA,NA,1,"Royal Infirmary Manchester [1869]16 St John street, Manchester [1879]"
Humfrey Sandwith,NA,1,1822,1881,1,"6 Onslow Sq Brompton [1862]Llanrhaiadr Hall, Denbigh [1867]"
William Satter,NA,1,NA,NA,1,
William Devonshire Saull,NA,1,1783,1855,1,
W H Scattergood,NA,1,NA,NA,1,"49 Great College St., Camden Town, NW34 Wrotham Road, Camden Town [1869]"
Hermann Schaaffhausen,Prof.,1,1816,1893,1,Bonn
William Mason Scharlieb,NA,1,1829,1891,1,"Madras c/o W.C. Bird, 33 King Street, Cheapside"
Carl Ritter von Scherzer,Dr,1,1821,1903,1,"Vienna [1863]10 Via Roma, Genoa [1894]"
E Schiemann,NA,1,NA,NA,1,"47 Gerrard St., Soho"
Hermann de Schlagintweit,NA,1,1826,1882,1,"Paris9 Weymouth Street, Portland Place [1867]"
Robert  Herman Schomburgk,Sir,1,1804,1865,1,San Domingo
Henry R Schoolcraft,NA,1,1793,1864,1,American Ethnological Society
A Schumann,Prof.,1,NA,NA,1,"Onslow Villa, St John's Park"
E S Schwabe,NA,1,NA,NA,1,"Rhodes Terrace, Manchester [1863]Cheetham Hill, Manchester [1866]"
Theodor Richard Schweitzer,NA,1,NA,NA,1,"36 Highbury Grove"
Charles Scott,NA,1,NA,NA,1,Lloyds EC
David Scott,Dr,1,NA,NA,1,"Punjab, Umballah"
Frederick Henry Scott,NA,1,NA,NA,1,"9 Cornwall Terrace Regents Park [1862]"
John (1) Scott,NA,1,NA,NA,1,"22 Manchester Square... Singapore"
John (2) Scott,NA,1,1817,1890,1,"8 Chandos Street, Cavendish Square, W"
Robert Scott,NA,1,NA,NA,1,
Robert S Scott,Revd.,1,NA,NA,1,"7 Beaufort Terrace, Cecil Street, Manchester [1863]16 Victoria crescent, Dowanhill, Glasgow [A6:2]&[1872, 1879, 1881, 1883]66 Virginia Street, Glasgow [1875]"
Thomas Scott,Hon.,1,NA,NA,1,"Singapore and Charing Cross Hotel [1867]8 Idol Lane, EC [1883]"
Wentworth Lascelles Scott,NA,1,NA,NA,1,"12 Cornwall Villas, Westbourne Park,Bayswater"
John Scouler,Prof.,1,1804,1871,1,DublinGlasgow [1862]
J  Eglinton Seaman,NA,1,NA,NA,1,"3 Villa Road, St LeonardsPort Natal [Port crossed out in A31/2/2  Pinetown hand written]Pinetown, Natal [list 1867.07.15]"
Berthold Seemann,NA,1,1825,1871,1,"39 Canonbury Square [1863]22 Canonbury Square, Islington, N [1865]57 Windsor Road, N. [1866][and] 4 Westminster Chambers, Victoria St., SW [1869]"
E J Selwyn,Revd.,1,1822,1893,1,Blackheath [1853]
William Selwyn,Revd.,1,1806,1875,1,"CambridgeFoxton, Royston, Herts [A6:2]"
Carl Semper,Prof.,1,1832,1893,1,Wurzburg
Hugh R Semper,NA,1,NA,NA,1,"47 York St., Portman Square and Grafton Club, WHermitage, Montserrat, West Indies [1869]"
Lucy Ellen Sewall,NA,3,1837,1890,1,"13 Pleasant Street, Boston, United States [1868]8 Park Square, Boston, US America [1872]151 Boylston street, Boston, US America [1879]"
Henry Sewell,NA,1,NA,NA,1,"21A Hanover SquareMexico, Real del Monte"
George Sexton,NA,1,NA,NA,1,"76 John St Fitzroy Sq"
George Seymour,NA,1,NA,NA,1,"94 Cambridge Street, Pimlico"
Henry Danby Seymour,NA,1,1820,NA,1,"39 Upper Grosvenor St and Knoyle House, Hindon, Wilts [1867]"
Peter Sharp,NA,1,NA,NA,1,"10 Gloucester Place, Hyde Park Gardens [1864]Oakfield, Ealing, W [1865]"
Samuel Sharp,NA,1,1814,1882,1,"Dallington Hall, Northampton"
W Sharp,NA,1,1805,1896,1,Rugby [1862]
W J Sharpe,NA,1,NA,NA,1,"Beulah Spa Villa, Norwood, S"
A  Mackintosh Shaw,NA,1,NA,NA,1,"Leicester Street, Stockport"
Frederick George Shaw,Lieut. Col.,1,NA,1918,1,"Ossoor, Calcutta [1866]Ossoor, Madras [1872]Heathburn Hall, Carrigaline, Co. Cork [1883]Shedden Hall, Ootacamund, Madras [1885]Heathburn Hall, Riverstick, Ballinhassig, RSO, Co. Cork [1902]33 Claremont Road, Surbiton, Surrey [1917]"
Norton Shaw,Dr,1,NA,1868,1,
Robert Barkley Shaw,NA,1,1839,1879,1,"East House, Dhurmsala, Punjab, India"
William Wardrop Shaw,NA,1,1816,1895,1,"5 Newmans Court, Cornhill [1867]... 73 Cornhill"
x Sheffield,Right Hon. the Earl of,1,1832,1909,1,"20 Portland Place and Sheffield Park Uckfield Sussex"
Joseph Shepherd,NA,1,1812,1887,1,"29 Everton Crescent, Liverpool"
H  Brinsley Sheridan,NA,1,1820,1906,1,"S. Peter's, Margate [crossed out in A31/2/2... 17 Westbourne  Terrace, W. hand written]17 Westbourne Terrace, W. [1867]"
William Henry Sherwood,NA,1,NA,NA,1,"Colonial Hospital, Bathurst, GambiaUnder cover to William Goddard, Esq. c/o Messrs Fosters and Smith, 5 New City chambers, Bishopsgate street within, EC. Bathurst, Gambia [1866]"
Justin Shiel,Major General Sir,1,1803,1871,1,"13 Eaton Place Eaton Square [1862]"
John Joseph Shillinglaw,NA,1,1831,1905,1,
William Shipp,NA,1,1807,1873,1,"Blandford, Dorset"
John Shortt,NA,1,1822,1889,1,"Madras Presidency [Chingleput Madras] [1862]Zillah Surgeon, Madras [1867]c/o Messrs Spartali, Gresham House, Ec [1868]Madras Presidency [1869]Deputy Surgeon General, The Retreat, Ercaus, Madras Presidency [1883]"
Charles Lionel Showers,Lieut. Col.... Major [1862],1,1816,1895,1,[no address given in 1862]Agra India [1868]
Thomas R G Shute,NA,1,1802,1881,1,"The Rookery, Watford"
James Kay Shuttleworth,Sir,1,1804,1877,1,"38 Gloucester Square Hyde Park [1862]"
Ramon de Silva-Ferro,NA,1,1829,1889,1,"21A Hanover Square [1863]Moorgate Street, EC [1865]"
P L Simmonds,NA,1,NA,NA,1,
Constantine Simonides,NA,1,NA,NA,1,"3 Great Percy Street, Islington"
S F Simonson,NA,1,NA,NA,1,"21 St. James St., SWIn A6:2 this crossed out in favour of Oriental Club, Hanover Square, W."
Frank Simpson,Dr,1,NA,NA,1,"HM Medical Staff, Cape Coast Castle, Gold Coast c/o E. Lawrence, 47 Lambs Conduit Street [1865]Moorgate Lees, Whitby [A6:2]&[1872]Norwood Villa, Norwood Street, Scarborough [1879]HM Medical Staff, Oswald House, Scarborough [1881]"
H V Simpson,NA,1,NA,NA,1,"167 City Road, EC"
James Simpson,Revd.,1,1817,1899,1,Kirkby Stephen Westmoreland
William Henry Simpson,NA,1,1843,1914,1,"50 Gower Street WC"
J  Marrion Sims,NA,1,1813,1883,1,"1 Bolton Row, Mayfair"
R S Sisson,NA,1,NA,NA,1,"3 Warrington Terrace, Maida Vale"
Joseph Sister,NA,1,NA,NA,1,
x Skardon,Col.,1,NA,NA,1,
James Henry Skene,NA,1,1812,1886,1,"HM Consul at Aleppo, care of Messrs Grindlay & Co, 53 Parliament StAleppo c/o Foreign Office, SW [A6:2]"
Frederick Mackenzie Skues,Surgeon Major in 1879,1,1834,1911,1,"Aden [1865]2 St John Rd., Upper Holloway [1866]Aden [list Feb 20 1866]51 Ringstead Road, Catford3 St John's Rpad, Upper Holloway crossed out in favour of 1 Junction Villas, Juction Road, Upper Holloway [A6:2]Sierra Leone [1867]1 Junction Villas, Junction Road, Upper Holloway [1869]Surgeon Major, 26th Cameronians, Clarence Barracks, Portsmouth [1875]Senior Medical Officer, Jersey [1879]Surgeon Major, 26th Cameronians... c/o Dr Arroll, Edward Street, Sheerness [1881]15 Oval Road, Gloucester Gate, NW [1888]21 Linden Grove, Nunhead, SE [1894]51 Kingstead Road, Catford [1900]92 Sternhold Avenue, Streatham Hill. SW [1905]16 Riggindale Road, Streatham, SW [1906]58 Riggindale Road, Streatham, SW [1909]"
William Mackenzie Skues,Dr,1,NA,NA,1,"Karachee, Scinde [1863]Aden [1865]Somerset [1866]4 Alfred Road, St John's Road, Upper Holloway [1867]4 Alfred Road, St John's Road, Upper Holloway crossed out in favour of Staff Surgeon Malta [A6:2]Malta [1872]Jersey [1881]2 Clarence Terrace, St Heliers, Jersey [1883]17 Linden Grove, Nunhead, SE [1888]"
Thomas Peyton Slapp,Revd.,1,NA,NA,1,
Bath Charles Smart,NA,1,1838,1887,1,"Balsham Linton Cambridgeshire [1862]Oxford Road, Manchester [1867]Greek House Waterloo road Manchester [1868]90 Gt Ducie St Strangeways, Manchester [1872]"
J  Valentine Smedley,NA,1,NA,NA,1,"1 Northwick Terrace Maida Hill"
Abell Smith,NA,1,NA,NA,1,"1 Great George Street, Westminster, SW"
Andrew Smith,Dr Sir,1,1797,1872,1,"Cape Town [APS]51 Thurloe Square, W. [in A31/2/2 this address crossed out: 16 Alexander Square, Brompton hand written]16 Alexander Square, Brompton [1867]"
D  Pye Smith,Revd.,1,NA,NA,1,
Edward Osborne Smith,NA,1,NA,1864,1,"21 Cornwall ter. Regents Park [1862]"
George (1) Smith,NA,1,1828,1873,1,Lerwick
George (2) Smith,NA,1,1840,1876,1,"Vandevelde House, St Margaret's Place, St Leonard's [1865]11 Cambridge Terrace, Hyde Park [1866]no address in 1867"
George Hill Smith,NA,1,1815,1893,1,"Stevenage, Herts."
George Whitely Smith,NA,1,NA,NA,1,"21A Hanover Square... and Oporto, Portugal"
John Smith,NA,1,NA,NA,1,"Percy Villa, Camden Town [1860]8 Tavistock Place Tavistock Sq [1862]1 Great George Street, Westminster, SW [in A31/2/2 this address crossed out... 17 Token House Yard, EC handwritten]Stroud Green, Upper Holloway [1869]"
Joseph J Smith,NA,1,NA,NA,1,"The College, Taunton"
Peter Smith,NA,1,NA,1866,1,"29 Wimpole Street, Cavendish Square"
Protheroe Smith,NA,1,1809,1889,1,"25 Park Street, W42 Park Street, W [1875]"
Tasker Smith,NA,1,NA,NA,1,"Savannah, Georgia"
Thomas Smith,NA,1,NA,NA,1,"Portland House, Cheltenham"
Thomas Eustace Smith,NA,1,1831,1903,1,"Gosforth House, Newcastle on Tynein A6:2 this crossed out in favour of Dudley, Northumberland"
Thomas James Smith,NA,1,1827,1896,1,"Hessle Kingston on HullThe Farm, Hornsea, East Yorks [1881]"
Thomas Southwood Smith,Dr,1,1788,1861,1,
William Smith,NA,1,NA,NA,1,"6 Stockport Road, Manchester"
William Nugent Smith,NA,1,NA,NA,1,"Apsley Lodge, Wellington Road, Brighton"
Worthington George Smith,NA,1,1835,1917,1,"12 North Grove West, Mildmay Park, N. [1865, 1867, 1869, 1872]15 Mildmay Grove, N. [1875, 1878, 1879]125 Grosvenor Road, Highbury, N. [1881]38 Kyverdale Road, N. [1883, 1885]West Street, Dunstable [1888]121 High Street, Dunstable [1894, 1897, 1899, 1900, 1901, 1902, 1903, 1905, 1906, 1907, 1909, 1911, 1913]"
Sydney James Smithers,NA,1,NA,NA,1,"1 College St, St Albans47a Margate Street [A6:2]"
Brice Smyth,Dr,1,1838,1922,1,"13 College Square, Belfast "
James Smyth,Capt.,1,NA,NA,1,"North Camp, Aldershot"
John E Smyth,NA,1,NA,NA,1,"2 China Terrace, Kennington Road, S."
John jun Smyth,NA,1,NA,NA,1,"Milltown, Banbridge"
R  Brough Smyth,NA,1,1830,1889,1,Melbourne
Frederick Snaith,NA,1,NA,1869,1,"The Square, Boston, Lincolnshire"
George Blagrove Snell,NA,1,NA,NA,1,"4 Pembroke Cottages, South Kensington, W. [1863]24 Lower Calthorpe Street, Gray's Inn Road, WC [1865]"
William Parker Snow,Capt.,1,1817,1895,1,"[no address given in 1862]New York [1863,  list Aug 20 1866]St John's Hill New Wandsworth"
Samuel Solly,NA,1,1805,1871,1,"6 Savile Row, W. [1864]"
Samuel Reynolds Solly,NA,1,1781,1866,1,"10 Manchester Sq [1862]"
William Somervell,NA,1,NA,NA,1,"Strathaven House Hendon [1862, 68, 69] and Wood Street [1867]"
Philip Southby,NA,1,1843,1908,1,"2 Montagu St WMiddle Temple, 1 Verulam Buildings, Gray's Inn, WC [1867][and] 36 Hart Street, Bloomsbury, WC [A6:2]Middle Temple... 36 Hart Street, Bloomsbury, WC  [1872]Middle Temple, Bampton, Farringdon [1875]Bampton, Faringdon [1883]"
Henry Southey,NA,1,1783,1865,1,"18 Harley Street"
James Bertram Sparhawk,NA,1,NA,NA,1,Fernando Po
Henry King Spark,NA,1,1824,1899,1,"Colliery Office, DarlingtonGreenbank, Darlington [1866]"
G W Spence,Dr,1,NA,NA,1,Alnwick
Peter Spence,NA,1,1806,1883,1,"Pendleton Alum works, Newton Heath, Manchester"
W H Spence,NA,1,NA,NA,1,"Downey College, Cambridge"
William Spence,NA,1,1783,1860,1,
R J Spencer,NA,1,NA,NA,1,Oxford
William Henry Spencer,NA,1,NA,NA,1,Church Square High Wycombe [1863]Barnstaple [1866]
T  Trevethan Spicer,NA,1,NA,NA,1,
Edward Spooner,Revd.,1,1821,1899,1,"The Parsonage, Brechin, N.B.Kirk Harle vicarage, Newcastle on Tyne [Aug. 1866]"
William Spottiswoode,NA,1,1825,1883,1,"19 Chester St Belgrave Sq [1862]50 Grosvenor Pl [1867]41 Grosvenor Place, W [1879]"
T B Sprague,NA,1,1830,1920,1,"18 Lincoln's Inn Fields, WC"
Francis R Spry,NA,1,1834,1913,1,"Ashford, Hornsey, N.2 Sydney Place, Onslow Square, SW"
Flaxman Spurrell,NA,1,NA,NA,1,"Belvedere, Kent"
Ephraim George Squier,Hon.,1,1821,1888,1,"Smithsonian Institution, American Ethnological SocietyNew York [1866]135 East Thirty ninth Street, New York [1869]"
George St Clair,Revd.,1,1836,1908,1,"Holford House Regents Park [1863]Banbury [1865, 67, 69]104 Sussex Rd Seven Sisters Rd Holloway N... [1872]108 Wheeley's road, Edgbaston, Birmingham [1879]70 Wheeley's Road, Edgbaston, Birmingham [1881]127 Bristol Road, Birmingham [1883]225 Castle Road, Cardiff [1894]245 Pershore Road, Birmingham [1899]"
Bayle St John,NA,1,NA,NA,1,
James Augustus St John,NA,1,1795,1875,1,
Percy B St John,NA,1,1821,1889,1,
Spencer St John,HM Consul General,1,1825,1910,1,Hayti and Foreign Office [1862]
Edward St Maur,Lord,1,NA,NA,1,Admiralty Whitehall [1862]
James Joseph Stainton,NA,1,NA,NA,1,"Meadow Croft, Lewisham, Kent [1854]"
Edward Stamp,Capt.,1,1814,1872,1,Gresham HouseBritish Columbia
William Edward Stanbridge,NA,1,1821,1894,1,Wombat Daylesford Victoria NSW 
John Stanley,"Hon., Lieut. Col.",1,1827,1903,1,"Guards' Club, Pall Mall40 Dover St, Pall Mall [1866]"
Thomas C Stanley,Revd.,1,NA,NA,1,"14 Prospect Row, Old Brompton, Chatham"
John Stanton,NA,1,NA,NA,1,"Waterloo House, Chorley, Lancashire"
